"GeneSymbol","GSM3332691","GSM3332694","GSM3332699","GSM3332705","GSM3332708","GSM3332711","GSM3332714","GSM3332719","GSM3332722","GSM3332725","GSM3332727","GSM3332732","GSM3332738","GSM3332740","GSM3332744","GSM3332748","GSM3332757","GSM3332763","GSM3332767","GSM3332770","GSM3332774","GSM3332781","GSM3332782","GSM3332784","GSM3332786","GSM3332791","GSM3332798","GSM3332801","GSM3332806","GSM3332809","GSM3332813","GSM3332818","GSM3332823","GSM3332827","GSM3332833","GSM3332834","GSM3332837","GSM3332842","GSM3332845","GSM3332850","GSM3332857","GSM3332858","GSM3332860","GSM3332863","GSM3332864","GSM3332869","GSM3332874","GSM3332878","GSM3332881","GSM3332888","GSM3332890","GSM3332892","GSM3332897","GSM3332900","GSM3332904","GSM3332907","GSM3332912","GSM3332917","GSM3332921","GSM3332926","GSM3332929","GSM3332934","GSM3332939","GSM3332945","GSM3332948","GSM3332956","GSM3332962","GSM3332965","GSM3332969","GSM3332972","GSM3332980","GSM3332982","GSM3332986","GSM3332989","GSM3332995","GSM3333000","GSM3333006","GSM3333008","GSM3333015","GSM3333018","GSM3333024","GSM3333030","GSM3333033","GSM3333037","GSM3333041","GSM3333046","GSM3333049","GSM3333056","GSM3333058","GSM3333063","GSM3333071","GSM3333072","GSM3333076","GSM3333080","GSM3333084","GSM3333089"
"PBX2",6.17820847064277,6.21559465507776,5.84145376366458,6.40344916842169,6.35730145332252,6.64065417688344,6.46056867432683,6.10905764877892,6.31077430112175,6.54517161171925,6.1521190454253,6.16823074158264,6.22585021869061,5.96187716531508,6.55435302310125,6.1982680224635,5.83219666223877,5.57988164374705,6.28575487840094,6.08257907161152,6.27511403275531,6.08300474937887,6.25787334367385,6.61159572724935,6.34445184116765,6.5273007580545,6.12342317984818,6.21410830216971,6.43656927634381,6.50750576407827,6.57932714298077,6.65670878778313,5.93666022864544,6.63925305931548,5.7695001248117,6.03974749181183,6.41208550215842,6.21569910633203,6.12552117170595,6.56340808181185,5.94771768642747,6.18781184515346,6.82707614857495,6.13454085124007,6.15437808456647,5.95609984322696,6.26308354152285,6.19946156084583,6.24694374885531,5.60994982907866,6.49499177433611,6.40052224225021,6.09622405935186,6.21719734758587,6.92484254368095,5.78188363866563,6.3688623067806,6.28089983248829,6.58600484224202,6.42499613380151,6.72182860521101,6.24716540213479,6.42911854063246,5.89710323588865,5.94525648172405,6.2656400546415,6.57998514665572,6.2928518947981,6.47395894454457,6.27490050331942,6.60160602893363,6.51707219207211,6.26736602251542,6.05020565421952,6.42408980731327,6.57423614447515,6.49179970860501,6.54971064995584,5.97108497842554,5.80061691593904,6.654585102386,6.37558843141244,6.45934213343418,5.52528994178376,6.2783413918284,6.14684546470007,6.35340791350656,6.15718165002184,6.16249995091702,6.400274944983,6.15766305860023,6.03235290886213,6.48591786239554,5.66145141600082,6.34972238596593,5.75706863741222
"SYTL4",6.34754646304364,6.29791316363615,6.14256700036843,5.40157397537375,5.69768610300443,6.00384300108245,6.73449168882667,7.30756198938308,6.31761635340955,7.07288631347604,6.59403388715183,5.89148284180689,6.45124569569785,6.23562465241734,6.08540871243369,5.71136790511346,5.87831485106648,5.9938319320656,7.0287601847206,6.64957927733467,7.20365773763599,5.92677640632981,6.50505815860568,7.07763225722694,6.23197740381613,7.01976398498537,5.41832731989246,5.89952514122351,6.8973908734941,5.56748073211342,7.03219341397031,6.3629858459311,6.71025945072826,6.80715015769701,6.35452651026839,5.57215764969956,6.86770610550541,6.64478819330959,5.88033833204797,6.38368137997997,7.19439628293857,5.66900597623085,7.63384590206482,7.35783597165678,7.03754691700825,6.39288083439086,6.79774801119506,6.96378064460362,7.03279114097669,6.58341792541269,6.67804585144165,5.92132472432592,6.61512584320753,5.69928564530904,7.20397114793095,6.05081420553483,6.24630498656881,7.45640520324563,7.55967302044844,6.12895903356243,7.00458381140669,7.09735152740664,6.13231925914896,7.45319522507956,6.08782533125753,7.06563031411172,5.92834375954998,6.13978312864631,6.09687809625257,6.8741581481346,6.10604686565436,6.69159617481189,7.86930055027049,6.23469253078715,6.50207346691624,7.10423468822107,6.25896550305893,6.60778367380782,5.28933785933746,6.66868009941279,6.48297720385693,7.41801383597609,6.89440914990996,5.46448207078557,5.97642628384704,6.57183934035006,6.72443614417992,6.85316021479455,6.21999356406824,7.1170675524765,6.50888575624528,6.19315184884285,4.88281745796517,6.41327613142654,7.18245837861644,7.12623844147057
"VSIG2",4.4955600837969,4.9818675779306,4.8993330078878,4.41338254902142,4.28569961889208,4.11107031031008,4.20209862359489,4.63979567881244,4.46276743240412,4.30245590490705,4.20469023620916,4.54798802178405,4.55492095391851,4.53506356108847,4.36213264203465,4.45015822448596,4.43881017221886,4.45255641950517,4.46898849428499,4.16760432695127,4.80745022488864,4.57093007744654,4.80299643343656,4.27023700892957,4.27555426315659,4.63023991715529,4.57743046888574,4.05556625022346,4.457102372593,3.99759045326108,4.58903681067497,4.62308415652501,4.83581551234595,4.69812185205437,4.934489888374,4.57152996729781,3.89974604582156,4.39733314225653,4.50864522100553,4.55290841573806,4.33244746926842,4.47678263470415,4.76510773220639,4.47996786484609,4.34159608338071,4.12319042210041,4.44431809231027,4.36784729277192,4.22644802321856,4.80686940569885,4.32532260263159,3.75523942828649,4.49483064755806,4.63455348576358,4.33422636225418,4.05411298928556,4.46376530924489,4.29636190255609,4.78049778402226,4.36148573941373,4.43102845238511,4.14409202028022,4.23432099294646,4.22497267407023,4.52895276137448,4.83808169876461,4.60170941419001,4.22462165586699,3.92856048371537,4.23261107024093,4.45661335776254,4.48357821127759,4.61384982367967,4.69984297274344,4.31207336180063,4.03685386387604,4.35223849971556,4.28825470426411,4.74985222439255,4.78599411068318,4.08968806072289,4.52399944617664,4.07771555237484,5.00185068900306,4.04375699881542,4.43562077477084,4.3097083747909,4.52367568536048,4.13941006893218,4.42668256991471,4.32876158091042,4.62605645262076,4.28023650906007,5.09847027881223,4.9926488957447,4.96211701197008
"GSDMD",3.83697029452733,2.57421330667735,3.41588273992417,3.88662637476924,3.12684396840111,2.99778645636834,3.73819309264781,4.56029628583798,3.37917220280776,3.99299763515381,3.63351077220287,3.94334398433728,3.84604163027585,3.44740075604835,4.38388026309193,4.39470678974425,3.24711459929555,3.64920338229527,3.62929463584071,4.3365554289134,4.19133951431031,3.53977124252327,3.67122701967622,4.33022650758336,3.73576016892837,4.07864860915655,2.70338957920473,3.33026447667193,3.76211218178065,3.87853310349451,4.25076317409976,4.05545557572596,3.37443581012216,3.90364729297624,3.2316442166905,3.26438279946775,3.26013203264895,4.05007932570528,3.62682592296101,4.28393340434857,3.75710617957279,4.1523079079676,4.65324782484159,3.95849334962991,4.40279520879322,3.58257865355827,4.46298965666854,3.75457740894358,4.26309288488331,3.40539495059279,3.28888372244008,3.60586013104244,3.76067676829072,3.80534240836943,4.10525347610435,3.30095148471237,3.79769916962311,4.13466795253936,4.23871286974065,3.87639893109375,3.65226345709898,4.43566933137437,3.5389937546888,4.15457401224075,3.55014466859772,4.244085321691,3.43566900487288,4.08017903492728,3.30568817347448,4.10061453422733,4.32003004653214,3.47093625485789,4.82021622689221,3.76616203347206,3.33843539240121,4.29693377198777,3.88475721746407,3.60144190594925,3.0122692345633,4.31169610476306,3.67819818198238,4.11485087712414,4.02403736833965,3.20206856150738,3.185019820895,3.49316259013665,3.9158620751497,4.55324018227904,3.86273248194743,3.70593776895152,4.31724449392734,3.28700998094123,2.72000972647896,4.14801728405988,3.90846459277098,3.3562275567941
"MAGED1",5.09443893564481,5.48519379865473,5.04444716350076,5.65195477378789,5.19779324155804,5.66320846692861,5.50264867300991,5.33135890532799,5.45887869895274,5.15474654585344,5.45604207590584,4.90080465240869,5.54673387584952,5.74525156294375,5.5904553712672,5.47279764532727,5.37261951488114,5.71934885554712,5.61443886969364,5.16604725376158,5.35411478155443,5.58512640271397,4.91086397639784,5.38333329280897,5.44563951693168,4.96303437355342,5.58091951722828,5.57696466686799,4.91246105242612,5.59398399182385,4.84160449801207,5.92437154105668,5.33066038743769,5.4713144924477,5.43406979762452,5.69099149637845,4.69304806618274,5.38463873442584,5.49630431670858,5.24683440058366,5.36983046138484,5.61494704808808,4.77316390850958,5.08145474544872,5.1415335031819,5.24499167412327,5.17141753972625,5.45434113130407,5.1027045038597,5.23732099424963,5.13370737710986,5.25122261472875,5.49930688370973,4.9485394787569,5.65946629559379,5.43616113583454,5.38110637864072,5.03688009353266,5.61244263551373,5.53521752424696,5.21822294506407,5.33557234163044,5.47426068620705,5.33683315931617,5.19754946156474,5.19297291721626,5.69577466137041,5.49175018571321,5.54942092706158,5.74663205739504,5.51553036174752,5.20358798356014,4.99931145857556,5.64306435672139,5.60023537089789,5.31673260828542,4.88745809532758,5.36248958839772,6.13437408270889,5.00559927063545,5.77425388911103,4.86403622529438,5.49234852138989,4.9910538461447,5.72136786425082,5.44972009874462,4.76793510112893,5.13493825746219,5.21994458385623,5.6574288034014,5.36025939962281,5.35869709583061,5.96619989658052,5.44309425219408,5.54051111075662,5.3949170955458
"DCN",5.07576224350222,4.30698891127446,4.71332068534369,4.55275258426997,4.62434787211028,4.63916128536748,4.65081347399079,5.92972952771159,4.65592865557364,5.96581297934757,5.04695222650391,5.39002116763233,5.17605180657247,5.27437426192249,6.04658640455148,5.51294300932375,4.69503140954255,4.40202158057361,5.15470691143746,5.62406157826484,5.06587099254975,5.00155032286545,4.96191566697665,5.2275333496625,5.46966710402025,5.16738469006788,5.01450112784112,5.05235071343839,5.25356035694638,4.77069404968479,5.70388296090625,5.27138178490176,5.05960247475251,5.05814262583412,4.8111154894843,4.74535739032203,5.55159768052688,5.27204651604453,5.01624755771848,5.46087566583798,4.87864524341832,5.09519516995422,5.82645295913519,5.29548265808025,5.44732650966963,5.08956865530835,5.29927310809059,5.89396632450539,5.55579570858627,4.28661181416692,4.79747537165168,4.84365767226505,5.5160070518884,5.15975124710678,5.1799103574477,4.86315861290113,5.27520700147459,5.47987270515088,5.75646563881736,5.03980733164215,4.85944315326275,5.4192080436429,4.81901374354454,5.7763694227402,4.36756848551563,4.87068514250914,4.81496918848837,4.79993475801591,4.82533571346501,4.95362216972634,4.47740842348172,4.9422293024469,5.93743448258386,4.90181470716475,4.31176141549166,5.61129666374282,5.51696680989977,5.02460318767768,4.68899185989303,5.36728475349987,4.61858781831919,5.32154965797739,5.6115753982156,4.72285658681746,5.28317157798903,5.3381299197425,5.1640308387475,5.19719495203561,4.8358542791532,5.06626113737629,5.21396138888216,4.86738377564371,4.47269652913356,5.06813203109505,5.15385273915348,5.25471800427824
"RPPH1",8.50487378118357,8.16748568767819,8.17727730646134,8.33923003936776,8.55355111401557,8.10584925318637,8.8786350702118,7.9204692371515,8.05474214485998,8.59124051983251,8.54651877560673,7.96726535739509,7.81941433192976,7.57578952443783,8.64581361148147,8.39649884813458,8.22854961960212,7.9306553649117,8.43714927802729,9.04080797090468,8.48445076883637,8.56571049453689,8.03410738941017,8.9707503926119,7.95959551724408,8.97160051630703,7.99979538796246,8.0669526883474,8.44379889789632,8.68531860613025,8.29279273101402,8.24618164941151,8.30343020478618,7.72228004647265,7.80248093477366,7.35867320620428,8.78468830767173,8.85116255395387,8.83932887607931,8.95071988552548,8.68224899718515,8.43916934877459,8.47951723724567,8.47703421532685,8.9908298490962,8.54604137753719,8.86520150181754,8.37065413450758,8.88284146679784,8.11846279174728,8.56863493849818,8.05095313173189,8.06982625656623,8.78832619634898,8.57585095249095,9.06285880166661,8.53767210977979,8.90310695698444,7.56870864489797,8.95323917650981,9.10164038134208,8.63340636706363,8.786853478402,8.67076824040636,7.56522820261444,8.82382457821223,7.67547168257455,8.58509366384835,8.23155131367562,8.01705131159298,8.01293772272793,7.47901495620118,8.95438538013942,8.82519553585468,7.87626814572665,8.46940545664068,8.72698968887608,8.71566954740639,7.16743603684463,8.19734643367709,7.91726618333422,8.63645171728706,8.83219877528822,8.01167292542688,8.64839490684422,8.74860996000212,8.66206773025557,8.4168223902039,8.21667901064265,7.90744761196971,8.85506066270724,7.79087232361559,7.37729899162286,7.91711350318624,8.50481203074763,8.41998555495247
"SLC9A3R1",5.29725082103881,5.33807490523644,5.55331598041467,5.24556450713086,5.60946391104491,5.27586001760726,5.34136954772008,5.41196253653975,5.70114045218206,5.5337630268162,4.91069739353297,5.70331278233539,5.13778220516796,4.73473131388229,5.59983011933101,5.42940151584731,5.41133460480814,5.82351609209017,5.07048282990025,5.96590723866635,6.24206183984808,5.81010498486751,5.95729731741135,5.75117336414681,5.18554643195761,5.7461019265656,5.08902288885166,5.1010618467623,5.27908285651074,5.28790279839629,5.80075463129361,6.08520549510331,4.99563726704325,5.16935699460691,4.78096422020196,5.63627966009802,5.93562316960919,5.7072644670025,5.41681502931733,5.78310612259385,5.76145667787113,5.71477304015522,6.36694936018893,5.89433399061876,6.03786764015847,5.67629459102132,5.97430696250128,5.20255111303378,5.95360475822753,5.57496084892807,5.63819137865631,5.62242363700927,5.35464135287383,5.6421608792049,5.99359620809892,5.48762932030088,5.73470259162606,5.75715491711741,5.56254562732436,5.92399859366362,5.76392037551314,5.86685513762003,5.65057419459567,5.6100982051814,5.05557352652692,6.00352586475216,5.85230651849478,5.55672142031782,5.32673369341091,5.40976909452283,5.45450613835219,5.24151927445597,5.87494013241111,5.36051111780263,5.57637879522636,5.20046061298698,5.71444933416707,5.60322708964889,4.72639049799331,5.89909275936961,4.98160006751987,5.79847815970169,5.21015398191149,5.22117381185387,4.85889691049392,6.13808546523261,5.56458166926812,5.63742163512106,6.06845841992243,6.11719054942429,5.81805052855159,5.22819295606421,4.63431024657575,4.98397822251339,4.78105527771093,5.37809482124754
"CTSH",4.77309659765008,4.28511713380828,4.96686765192814,4.46292755697211,4.9035656104874,5.29599542961599,4.55638184468578,4.86533594281985,4.8295066443321,4.88612003823947,4.78523396233176,5.0696021478256,4.68696267185933,4.73516440878836,5.20995477366123,4.7812702116455,4.53152224349409,4.43353132454071,4.84359860233807,5.47254984034238,5.36500049465526,5.41818717341691,4.75402821718911,5.37158879173239,5.16421218728139,4.79279841996362,4.6471340726331,4.94481864394212,4.60494487365749,4.64114162162203,5.00816131140057,5.11061411575944,4.56798166624727,4.8344334800721,4.81108117952923,4.89171342089383,5.14945570774242,4.93467973181094,4.62588166986919,4.96853219450069,5.10992745308276,5.04542355413033,5.25821279564266,5.40889794116956,5.10948686856439,5.01255632266194,4.82260745282477,5.6952444519827,5.09959411091414,4.96069699689949,4.74514863182488,4.52592185378783,5.53646535049762,4.75760085386553,5.33768556988178,4.74108493615005,4.8085965600636,4.49940651981407,5.68990639402858,4.87917210678784,4.83253547811694,5.32446842511091,5.01345205653658,5.22336985687361,4.47341359769991,4.7817790470863,4.45194087158705,5.05623111029638,4.92291767849772,5.42613183616262,4.85253195076605,4.59495329380233,5.25621454705041,5.1509353675453,4.43294011955028,4.75320251796973,4.95299262739947,5.16686962516443,4.97203032338905,4.30225092114248,5.15209752048316,4.72195530478409,5.45234978422171,3.80763254179835,4.55976044583192,5.55355201631516,4.1898863844106,4.9906207337816,4.61387552999839,5.35457391469105,5.48941343875569,5.36122835510882,3.80399001656941,4.29264674497658,5.27662752268107,4.91320390376215
"PAXIP1-AS2",4.04458030204697,3.46975242561377,4.03372706509399,3.65512176355692,3.9643799105176,3.80112730383529,3.64936778018751,4.7419867354057,3.43888360918726,3.78341422616561,3.78775679980718,4.25875575500647,3.5656830592028,3.71962607644849,3.91242569265339,4.5783113541359,3.52591791972447,4.09104374322911,3.53304422459009,4.76778141857447,4.59960414426707,4.67888487637256,4.24745228493159,4.47290909493672,3.97259658059168,4.12485620538868,3.87802501304703,3.65586198493807,4.26199264519903,3.83459770321802,4.71920347174649,4.50971527986584,3.5701308304734,4.24632870415101,3.8120091680353,4.08581360334739,3.74191653357261,3.95806661930735,4.31311128487131,4.2717201155894,3.88765943401904,3.39313916865025,4.42263388177927,4.51439639178195,4.40070822041339,4.68077241902053,4.52661491820865,4.42444215570148,4.35428571014934,4.41292590819343,4.42445406545762,4.34130363184112,4.05426622696177,4.42424181399481,4.19489502337509,3.60397607920035,4.63937347940289,4.45052733218679,4.24853309592291,4.47883759634263,4.3221416143095,4.39728247336893,4.02838063013088,4.73282467724113,3.43236050713575,3.55295971216276,3.69926663222682,4.02068306448199,4.11449312546616,3.8796944686031,4.59435345106426,3.83347524320876,4.42497447588669,3.51116069118756,4.81589554278746,3.90596529782631,4.46172029827347,4.17398262608156,4.00511701928971,4.09448515521867,4.23931674709122,3.98446712856671,3.93121152819645,3.19983259869673,3.73056693433139,4.72030531961146,3.93130867047069,3.54318614143734,4.16642703453326,4.3469580100504,4.56059018867705,3.68604931311509,3.13123339537528,3.7679736160896,3.3492749201475,4.37513255189613
"RAMP1",3.55953944031184,2.88242581144477,3.41886262892921,4.16810792177469,4.32759604436191,3.6628749030151,4.22250055961174,3.85638012343798,4.25713245485501,3.97784673893597,3.57772810138589,3.78010510799973,4.2150135640796,4.2219884199923,4.39839595133306,4.09496541592627,3.23352150309816,3.826165406684,3.9736899008967,4.77586345349489,4.83400748016397,4.62165455851415,3.41565016560122,4.70654400770474,3.62005079816461,4.55182984664862,3.73048863639871,3.75007673258741,3.80308877208423,3.29986585353875,4.29628850094663,4.86564702605323,3.46479171796808,3.96001112465705,3.90758536314092,3.48526657079714,3.92753229291172,3.69100724078115,4.23124374925478,4.30347311546263,3.74219305043391,3.82875613933822,3.64014950513962,4.75149217053588,4.19077847650727,4.47666228891185,4.45025630823891,4.34553855225239,4.43836618743234,3.60965951843901,4.45463605827971,4.13336174129693,4.53125170254008,3.77092273239607,4.67398003790716,4.2065548459635,4.39962052665528,3.84301708493068,4.63378785907871,3.97794428027675,4.40096705846067,4.53167485313245,4.14417305146559,4.40858684146988,3.01592428633027,4.10738411092448,4.09588826675102,4.43998216300815,3.33597522026443,4.25681460447908,4.31940124077172,4.03902471945222,4.9276015861331,4.22075214034515,3.67666041959068,4.20442169624918,4.24173248572338,3.77220475562455,3.77134576982801,3.92396929126419,4.69582309994847,4.20997197734352,4.69532039953026,2.71157891923754,4.25338524046436,4.40909769191493,3.10994397564903,4.05522871950091,3.57096792992975,4.50488035092897,4.88451921668346,4.3811673737996,3.469018813754,3.52891346676428,4.39481785726807,3.90211196810789
"SNORD108",7.97741215161905,8.53918724308653,7.63033715907289,8.15932334080391,8.20749978614028,7.96319191412771,8.15532995204026,7.39023404682983,8.26577748319003,7.76520299186654,8.11392441259126,7.50891710779423,7.97768866805662,8.45634217071217,7.49608393726945,7.95807178875715,8.20631297676819,8.29156802538604,7.90743917313556,7.47358457960076,7.56956782367138,7.93820800597827,8.16161883930625,7.68571624754747,8.018615468012,7.68740461104931,8.04921544526317,8.07475166345222,7.7316323234977,8.25415317027458,7.44839907311132,7.55004195761743,7.80959373525316,7.65462614028313,8.20802332651326,8.01311604899584,7.53854212616365,7.66915617385642,7.8963494553265,7.85328913273843,7.83801655866433,7.91674278073335,7.34670141886939,7.43934887255532,7.92421104789859,7.90488456627216,7.34918684038275,7.65303082977608,7.70247237916254,7.92206624778671,8.22927747538679,7.71347401748126,7.69363726701383,7.84986062149719,7.65192135415114,8.14121143612205,8.01773238076787,7.68809353564321,7.72817790993783,7.92595305696802,7.91952012558776,7.93119323433305,7.84122757883988,7.51947809106717,8.06473907133957,7.85770074375407,8.0251607920107,8.08887096479918,7.9071291153988,7.86445970609636,8.06453455381952,7.84399027453988,7.15927397695179,7.88366921378707,7.94503872589446,7.73282220822332,7.95179022275447,7.63637172555191,8.16892066795538,7.54410617340611,8.21776657430805,7.53317054459329,7.71286923308186,8.4277820307255,8.17542620712159,7.77762822524275,7.84224152069753,7.87949578018037,7.78162996624433,7.96582710257652,7.56660937321957,8.06788004948005,8.30168272690646,8.35052314219355,8.13197445167456,7.66998143523185
"TMED9",4.50281759543647,4.06895559924227,4.72378368132511,4.88008257678441,4.61540725563031,5.00453942443067,5.33290075909486,4.9896690156396,4.99136801989668,4.76958903029268,4.73202045942734,4.8502980060817,5.23093048671139,4.88576836331845,5.32489359302628,4.5891267641712,4.33583208907265,4.28267042789608,4.92291325218499,4.70849475586556,4.40329618758434,4.8319947110464,4.49360686139712,5.15651909939939,4.96676925520233,4.81334744505483,4.4948788883529,5.05784517981489,5.09177943283498,5.01450132838812,4.91323526472007,4.84497234567119,4.69270322061803,4.58760817153029,4.60869592374437,4.83654439400996,4.98625857545751,4.86072336205447,5.19371560047545,4.89525499382422,5.11786572818443,5.04639155563975,4.79928306143958,4.84174393425387,4.8741727980348,4.83121285211616,4.90392297819861,5.08344181432385,5.03826277194785,4.491827522889,5.21054999810666,4.76661365345197,4.98322454662105,5.00515100451054,5.41309021701677,5.28132744353178,4.68915083681836,4.77073939172503,5.23785881980416,4.21926806171757,4.97333172160305,5.31657375519971,4.87360404532397,5.05113180169393,4.56534259079929,4.7504338378715,5.16768786208576,5.21406884785068,4.78309677878752,4.4793047501845,5.01482165248364,4.97825325755679,4.91116992897805,5.12303901173611,4.72476773271397,4.50192748438415,4.82201554924711,5.26598410859815,4.38541337212015,4.64339292283688,5.35502885016355,4.8970220052896,4.87384024917459,4.00966015525832,5.14873338241581,5.02751656741913,4.8180901404456,5.0426699575711,4.67024392828713,5.01987952053583,5.23952057159805,4.94747299511892,4.77372989834566,4.30257608323469,4.59495961947289,4.17329220831844
"RPS15A",6.18916681916177,6.05628884404458,6.04809184704476,6.16250492040242,5.76637677465303,6.14750025967413,6.49040628846176,6.93336661701426,5.79015442509458,6.45662548242652,5.92490091592202,6.61167205718859,5.75731493980887,5.63119460125918,6.29305200866289,6.03860341241224,5.91990949630911,6.36324931286427,6.11509666557161,6.56337550404367,6.854491295501,6.60256949680687,5.9030158305159,6.52845694780755,5.9421747949008,6.4275632009779,6.2115158021794,6.61215112542303,6.09479116749139,6.26186262484582,6.14071223818722,6.15585021201292,6.07412255947635,5.9386674441442,5.82350894052268,5.690243504174,6.80288855871577,6.41786499352893,6.37049514799409,6.24433317710269,5.73939225479276,6.45913652333322,6.34708697301274,6.58432547342195,6.26916737272327,6.32216714108431,6.48443218879525,6.72298977215712,6.45039334262516,6.14583228229231,6.40098645062116,6.69386525071652,5.73796927399106,6.69877567134891,6.04553436693998,6.72046940315326,6.3443381362867,6.59584781061848,6.24345523943023,6.33828641299538,6.67341297694048,6.21824914499348,6.12792284718181,6.47942489141182,5.43744680432554,6.31004184991724,5.73145715112026,6.1109231552641,5.90293385936538,6.12994122594797,6.20772515856726,5.72095784708,6.89596763566622,6.24645192475137,6.623690555607,6.01455852640964,6.18020101708669,6.21083194485868,6.49852640936364,6.21156609776775,6.01350318622179,6.92848805458681,6.45957058241894,5.74298428356697,6.30620597248081,6.77465375519605,6.08411996459462,5.88924536197153,6.17208682071503,6.49248469694974,6.25630557281071,5.73871679457656,5.77769512923349,5.69609808874532,5.72257076247764,6.6573711028082
"TNS3",5.50583274004102,5.31615153745932,5.97800432061899,5.28803769447261,5.22920063137822,5.24133231070546,5.74541707642666,5.66421446291338,5.47352373873957,6.04784856788512,5.54919237083665,5.85278690686349,5.61587897296601,5.95899212528164,5.76542892244646,5.77657437885288,5.62860718885417,4.83645313816162,5.5551512852832,6.10765485676239,6.46741603173446,6.26578053297516,5.78817615685956,6.28529437715906,5.77830415935554,5.84954879320024,5.04551340917902,5.60223790872233,6.19553561294534,5.49739849458849,6.48375300204962,6.03175428899514,5.7015218129068,6.07629471305352,6.21903194315195,5.49849771874829,5.84290834611796,5.9418791731504,5.84868395765398,6.2470486816012,6.02908584462255,4.85140639811257,6.4955824321809,6.71043148936576,6.2832249643993,6.18521272198228,6.45157531295635,6.29444870256367,6.51416623283775,5.59500365062993,6.02564011677329,5.4005501403091,6.02527952621609,5.38130821361398,6.09441412682958,4.89195351894418,5.94090191685899,6.32398358551093,5.86716872275631,5.99723313584222,6.16546782464466,6.13049917536141,5.22344990028991,6.63429836914732,5.44461937425513,5.32418440833309,5.37948774237693,5.91973755805609,5.76159177498717,5.47780332062107,5.6728011641007,5.55198298123382,6.77504887916023,4.7898468409409,5.45007695850781,6.02897648319307,6.00411883772169,5.57277079727482,5.35784676955433,5.54258878643589,5.63561458170082,5.4454476351094,5.72226251628025,5.43165500943967,5.42620660508267,6.19315209458311,5.65261950325576,5.5641047150501,5.51873478144761,6.50790130944011,6.60897607927774,5.78725773400018,4.49062556039701,4.81061734050091,5.93120517621471,5.95728899893296
"PACSIN3",5.46121973153098,5.02447577516519,5.35767627349308,5.38456731005796,5.4406181157228,5.51958241985672,5.44252847680482,5.67423352897945,5.40512858074941,5.49551365456097,5.29953227096502,5.77234514936807,5.35467155809801,5.49868727068149,6.10344805016387,5.26512695821094,4.77552480864389,4.75492567833282,5.44933507665646,5.66822374762411,5.91588721361927,5.54604203719544,5.43678800109428,6.05463108897878,5.50528849160808,5.86696011225233,5.31484920762146,5.27743252993369,5.62138674563787,5.38351384038782,6.0626095457558,5.82192051527218,5.67715223045001,5.74384383883818,5.56861749518818,5.38135418687755,5.39252350465582,5.5662615229989,5.40545528678455,5.80099605811345,6.25397697855076,5.57007792219932,5.96939760397827,5.54707934069298,5.51508960918365,5.72130292527658,5.75472700849422,5.50672097416706,5.56383198799066,5.56866976296681,5.69172286854912,4.99684552775454,5.77891953187812,5.72001157915755,6.33092798964545,4.9793260196954,5.05052967759297,5.9911845062837,5.82524516428264,5.50393193354274,5.98217588334938,5.48369679102855,5.753074546623,5.77630719338392,5.41995080091616,5.46472154097002,5.4366520442063,5.58218067235737,5.98920337218767,5.62458873186551,5.69535648606671,5.82809538185803,6.14621519670256,5.19437224684762,5.34502013357582,5.92087828189787,5.74061894496797,5.42500508247317,4.89642035257722,5.62234369413514,5.29120217692464,6.15262256976869,5.7072562030119,4.82982199296153,5.18237414540573,5.48691746980941,5.67050270279197,5.8928686916859,5.5060288201102,6.04790963167354,5.75777895016407,5.27165819831618,5.45209396375539,5.56692749013285,5.70747426958854,4.9081604633154
"APOE",5.22374969081973,3.89102759752946,5.14241155038181,5.54244525989553,5.54786622706445,5.39416130660247,5.71329366161779,6.28126079705814,5.44782333269059,5.4911560573298,4.47920503223828,5.56712333206126,5.46612316112946,5.06863788771955,6.22502587655951,5.64664185180037,5.62048726149663,4.93033278453843,4.94464080070748,6.80997609043816,6.43886995426335,5.78286195610031,5.03926452388091,6.20784329930971,5.2107844971265,5.64550908293813,5.09985174779926,5.39399771594137,4.66622969759838,5.54255325472311,5.42912806852518,6.7718785121096,5.16073445594991,5.45862230914396,5.37635267353978,4.83683459074354,5.87233463540435,5.6342153560099,5.62943447452805,4.6169962778114,5.61643405957193,5.89959899759045,5.38075957191136,6.54588104849316,5.83257789171499,6.0613311124818,5.69558721686823,5.46185151414275,5.96447928644391,5.06421438666651,5.68310597966433,5.67585387321016,5.78449603245098,5.14941666594587,6.08765295104188,5.66169510575423,5.83534156451552,5.54633703208928,5.55404212172369,5.92060091358414,5.53810030733751,6.39445753079848,5.71230375551562,5.4546370860275,5.46147070681332,5.88218552647486,5.38325900219759,6.06750577866311,5.76757093715145,6.30858897011197,5.26920030754746,5.29519279663831,6.27337576336426,5.79300725574304,5.28387882882479,5.78000810817711,4.93225256242306,5.21881905658497,4.81991188207241,5.64354774428561,5.41760693111913,5.88963061254636,6.61361677464169,5.25129267887925,5.75190341575781,6.00124500326153,4.60632314843676,5.37323755993902,6.03705979486673,6.35219124728919,6.25601277173986,5.20831719533378,3.77122694285474,4.5260479092506,5.54311005027629,5.90108524278047
