feature	logFC	AveExpr	t	P.Value	adj.P.Val	B
ILMN_1676602	0.449203993681683	4.51446286179539	4.1448194379501	6.71825002432519e-05	0.0303538933911543	1.51613121493754
ILMN_1675445	0.284824516989492	3.96623080110091	4.13710109857923	6.91650711990461e-05	0.0308638456603645	1.49063174027448
ILMN_3276504	0.293475404751023	2.82695112614909	4.12798311506083	7.15794830099977e-05	0.0315268375450187	1.4605514984398
ILMN_1721842	0.352092750635391	4.77240436787693	4.12496881556506	7.23952833375725e-05	0.0315268375450187	1.45061765372808
ILMN_3301457	0.351918485601894	3.59488580398642	4.09934976246033	7.96980671874384e-05	0.034285707265618	1.36639611775185
ILMN_3234735	-0.302853845078013	3.73630997759825	-4.09625164723844	8.06276142641452e-05	0.034285707265618	1.35623648096891
ILMN_2100437	-0.773689765443952	7.08475909460406	-4.09084783871768	8.22738667684013e-05	0.0345789408644636	1.33852888601749
ILMN_1660199	-0.336951882380681	5.42470987814593	-4.08480309802783	8.41535296005698e-05	0.0349549045630894	1.31874078228622
ILMN_1670535	-0.294668956398096	8.77380608956356	-4.08180014832661	8.5102548113207e-05	0.0349549045630894	1.30891806691983
ILMN_1826853	-0.399271699992481	6.54543086320721	-4.07631367372477	8.68629670418419e-05	0.0352771004913188	1.29098500649629
ILMN_1763999	-0.3981343316078	3.03589323482138	-4.07209753943799	8.8239420549183e-05	0.0353931480506703	1.27721588422345
ILMN_1718588	-0.341270026538055	3.51739135147454	-4.0694720176132	8.91071094926269e-05	0.0353931480506703	1.2686465583613
ILMN_1769129	-0.309977336549789	3.12464346720408	-4.05668473611363	9.34511802797612e-05	0.0355529941195142	1.22696727665739
ILMN_1781257	0.321439920830742	3.08211596138166	4.0549112835229	9.40694303028819e-05	0.0355529941195142	1.22119424931153
ILMN_3246304	-0.363209177010972	4.49688040841909	-4.05461174427774	9.417423955106e-05	0.0355529941195142	1.22021935357268
ILMN_1665250	-0.365409961709982	4.46644052658449	-4.05344122003652	9.45848806633093e-05	0.0355529941195142	1.21641020082609
ILMN_2086105	-0.367458375180163	4.52921074075001	-4.04741834546703	9.6725055629504e-05	0.0355529941195142	1.19682287156484
ILMN_1806492	-0.265056170901603	6.03661932472027	-4.04469323834763	9.77085557604937e-05	0.0355529941195142	1.18796726860526
ILMN_1803510	-0.338137612638252	4.10980356311391	-4.03988154842648	9.94685222752405e-05	0.0355529941195142	1.17234149757079
ILMN_1805561	-0.579619335096053	5.23663928990834	-4.03860661514397	9.99399127162485e-05	0.0355529941195142	1.16820344331063
ILMN_1752755	-0.444342119982275	6.30377586496144	-4.03605703664912	0.000100889006465173	0.0355529941195142	1.15993108728835
ILMN_1664089	0.305588085032992	3.82292267651892	4.03488000937257	0.00010133006485583	0.0355529941195142	1.15611337545113
ILMN_1724715	-0.38043908574089	3.43534834052516	-4.03075992611863	0.000102888528377346	0.0355529941195142	1.14275611452349
ILMN_1711223	0.376797759559564	3.36325563545511	4.02917236699316	0.000103495137555256	0.0355529941195142	1.13761188906881
ILMN_1731561	-0.27784849492159	4.82740319958686	-4.02915177852217	0.00010350302687456	0.0355529941195142	1.13754518508537
ILMN_1804752	-0.357761413048773	3.0196838267288	-4.02452537505484	0.000105290488669128	0.0355529941195142	1.12256246395093
ILMN_1678828	-0.346624723001192	3.8855875861029	-4.01615086458847	0.000108601432559958	0.0355529941195142	1.09547297841094
ILMN_1798081	-0.277681320876574	4.32740432253583	-4.01562338177384	0.000108813277585999	0.0355529941195142	1.0937680641105
ILMN_1856009	-0.301635362559295	5.21878336136158	-4.01292575357165	0.000109902878670075	0.0355529941195142	1.08505139821209
ILMN_1734427	-0.335654441988342	3.67472503874298	-4.01267373527073	0.000110005202784211	0.0355529941195142	1.08423728435527
ILMN_2088825	0.389723185170652	3.50936962355544	4.00606657583049	0.000112720565056596	0.0357393405611462	1.06290685720454
ILMN_1717477	0.458419791894833	4.70175119185185	4.00180407549144	0.000114506217963784	0.0359898021591388	1.04915937072422
ILMN_2311873	0.335773694106375	3.00479815927318	3.99571666181342	0.000117103317668129	0.0364887880785735	1.0295445099407
ILMN_3242530	0.37062114160028	6.23216109592468	3.99197653365721	0.000118726808361206	0.036678465711246	1.01750379793949
ILMN_2244009	-0.338026574206329	3.89594388350549	-3.98877635324267	0.000120132979499722	0.0367983605425209	1.00720784504515
ILMN_1726435	-0.286651048081101	3.84142562069648	-3.98213121605791	0.000123103886463028	0.0373122719727425	0.985847552323505
ILMN_2103685	0.308497670907729	2.77143891432223	3.98043083793965	0.000123875297737698	0.0373122719727425	0.980385968772485
ILMN_1669118	0.32344648358558	3.21879338676193	3.97123716965983	0.00012812684043843	0.0380342746824577	0.950885431359795
ILMN_1684623	0.328646138349534	3.09851462085849	3.96695298223851	0.000130155312777133	0.0380342746824577	0.937155325226492
ILMN_1814619	0.290621569656758	3.81883170730966	3.96635232494314	0.00013044215153377	0.0380342746824577	0.935231180800764
ILMN_2174341	0.654339485354612	3.63437692308475	3.96607607315308	0.000130574275833613	0.0380342746824577	0.93434630754684
ILMN_1678233	-0.318659302016586	3.63625315068412	-3.96407810723788	0.00013153366538407	0.0380342746824577	0.927947878098317
ILMN_3303087	-0.335047137668538	3.07681333022053	-3.95962388088945	0.000133696804210576	0.0383529443507244	0.913691797192033
ILMN_1717722	-0.296351901023436	5.39943690127246	-3.94801981997912	0.000139492864940324	0.0397005480572285	0.8766070285792
ILMN_1678695	-0.353430275207095	3.41597370231942	-3.94311940181235	0.000142011928418455	0.0400095143582666	0.860969918341069
ILMN_1681972	0.311288194178482	4.01941342546637	3.94060465556322	0.000143321438519484	0.0400095143582666	0.852950936460442
ILMN_2101025	-0.289385749527068	3.45699526300826	-3.93950209005039	0.000143899207817808	0.0400095143582666	0.849436272721764
ILMN_2369179	-0.310440325252045	5.24748575448005	-3.92695840469874	0.000150630867603932	0.0415614710652224	0.809501262886412
ILMN_1893248	0.291358573062631	3.48865951676206	3.91884136933181	0.000155145957854099	0.0420217271451973	0.783708995886312
ILMN_1865698	-0.299168188877915	3.46641444321477	-3.9185207232463	0.000155326941666191	0.0420217271451973	0.782690931250859
ILMN_1701857	-0.413078618058019	5.40145357357365	-3.91770771997952	0.000155786732257752	0.0420217271451973	0.780109886069946
ILMN_3311105	0.396698428789489	3.82254574791303	3.90276629109215	0.000164471584068498	0.0432275401102483	0.732745317621921
ILMN_1722982	0.315802434727083	3.01221936923165	3.90252239663029	0.000164617109193581	0.0432275401102483	0.731973271850356
ILMN_1692429	-0.312252372079144	3.82578978037233	-3.90215027246536	0.000164839382087906	0.0432275401102483	0.730795384470312
ILMN_2196609	-0.292483402784471	2.88947909775502	-3.90181343840405	0.000165040822664664	0.0432275401102483	0.729729272363656
ILMN_2155816	0.384725091923306	6.35603150443166	3.88552324502139	0.000175068151108481	0.0449461230668591	0.678250164452248
ILMN_1838113	-0.280462449280334	3.38160768594945	-3.88301746643538	0.000176661188500416	0.0449461230668591	0.670345672578401
ILMN_3245815	0.353889704410568	5.71904942439581	3.87798603904335	0.000179901718052077	0.0449461230668591	0.654485374685782
ILMN_1655863	0.324290579072802	3.46672083069769	3.87665861225411	0.000180766056097736	0.0449461230668591	0.650303530328674
ILMN_1694547	-0.279135479138919	3.19243761463144	-3.87548654726864	0.000181532520777441	0.0449461230668591	0.646612007495023
ILMN_1724054	0.330908847179279	3.30689125671208	3.87536307395583	0.000181613445469424	0.0449461230668591	0.646223165338906
ILMN_1689461	-0.29373779094841	3.6601307278823	-3.87398442696413	0.000182519351918194	0.0449461230668591	0.641882151976258
ILMN_1679051	0.455827497288229	3.07500330261565	3.87356812296788	0.000182793749919167	0.0449461230668591	0.640571539552117
ILMN_1658684	0.294789584840376	4.65491572608515	3.86904149214338	0.000185802870659862	0.0453773294594642	0.626327476655467
ILMN_1654488	0.308892609330665	3.56922071016872	3.86642068094396	0.000187566592873611	0.045500634224273	0.618086134900016
